URL,Product Name,Brand,Sale Price,MRP
https://in.puma.com/in/en/pd/deviate-nitro-3-womens-running-shoes/309708?swatch=22,Deviate NITRO™ 3 Women's Running Shoes,Puma,15999,
https://in.puma.com/in/en/pd/palermo-sneakers/402692?swatch=09,Palermo Sneakers,Puma,6999,
https://in.puma.com/in/en/pd/all-pro-nitro-2-puma-x-e-t--basketball-shoes/312313?swatch=01,All-Pro NITRO™ 2 PUMA x E.T. Basketball Shoes,Puma,12999,
https://in.puma.com/in/en/pd/palermo-sneakers/402692?swatch=07,Palermo Sneakers,Puma,6999,
https://in.puma.com/in/en/pd/cirque-slip-on-womens-shoes/311846?swatch=03,Cirque Slip-On Women's Shoes,Puma,3799,
https://in.puma.com/in/en/pd/puma-x-aston-martin-aramco-f1-team-drift-cat-11-motorsport-sneakers/309105?swatch=01,PUMA x ASTON MARTIN ARAMCO F1® TEAM Drift Cat 11 Motorsport Sneakers,Puma,7999,
https://in.puma.com/in/en/pd/royalcat-softride-lumina-womens-flip-flops/399420?swatch=05,Royalcat Softride Lumina Women's Flip-Flops,Puma,2299,
https://in.puma.com/in/en/pd/king-indoor-sneakers/401683?swatch=11,King Indoor Sneakers,Puma,8799,10999.0
https://in.puma.com/in/en/pd/x-cell-nova-fs-running-shoes/310936?swatch=02,X-Cell Nova FS Running Shoes,Puma,5249,6999.0
https://in.puma.com/in/en/pd/rs-x-soft-womens-sneakers/404933?swatch=01,RS-X Soft Women's Sneakers,Puma,7999,9999.0
https://in.puma.com/in/en/pd/bmw-m-motorsport-leadcat-2-0-logo-slip-ons/309237?swatch=02,BMW M Motorsport Leadcat 2.0 Logo Slip-ons,Puma,3799,
https://in.puma.com/in/en/pd/rs-x-soft-womens-sneakers/404933?swatch=02,RS-X Soft Women's Sneakers,Puma,7999,9999.0
https://in.puma.com/in/en/pd/speedcat-og-sneakers/398846?swatch=56,Speedcat OG Sneakers,Puma,7499,9999.0
https://in.puma.com/in/en/pd/velocity-nitro-4-womens-high-cushion-running-shoes/311141?swatch=10,Velocity NITRO 4 Women's High Cushion Running Shoes,Puma,11999,
https://in.puma.com/in/en/pd/softride-frequence-running-shoes/310500?swatch=15,SOFTRIDE Frequence Running Shoes,Puma,7999,
https://in.puma.com/in/en/pd/cell-thrill-womens-comfort-running-shoes/312086?swatch=02,Cell Thrill Women's Comfort Running Shoes,Puma,5499,
